Brand,Description,link,pricewas,pricenow
APPLE,WATCH NIKE S5 GPS 44MM SILVER ALUM W/PURE PLATINUM BAND,https://www.davidjones.com/brand/apple/23016554/Watch-Nike-S5-GPS-44mm-Silver-Alum-W%7CPure-Platinum-Band.html,$699.00,$699.00
APPLE,WATCH NIKE S5 GPS 44MM SPACE GREY ALUM W/ANTHRACITE BAND,https://www.davidjones.com/brand/apple/23016555/Watch-Nike-S5-GPS-44mm-Space-Grey-Alum-W%7CAnthracite-Band.html,$699.00,$699.00
APPLE,WATCH S5 GPS + CELL 40MM GOLD STAINLESS WITH STONE BAND,https://www.davidjones.com/brand/apple/23016544/Watch-S5-GPS-+-CELL-40mm-Gold-Stainless-With-Stone-Band.html,"$1,099.00","$1,099.00"
APPLE,WATCH S5 GPS + CELL 40MM SILVER ALUMINIUM WHITE SPORT BAND,https://www.davidjones.com/brand/apple/23016539/Watch-S5-GPS-+-CELL-40mm-Silver-Aluminium-White-Sport-Band.html,$799.00,$799.00
APPLE,WATCH S5 GPS + CELL 40MM SPACE BLACK STAINLESS W/BLACK BAND,https://www.davidjones.com/brand/apple/23016546/Watch-S5-GPS-+-CELL-40mm-Space-Black-Stainless-W%7CBlack-Band.html,"$1,099.00","$1,099.00"
APPLE,WATCH S5 GPS + CELL 40MM STAINLESS STEEL WHITE SPORT BAND,https://www.davidjones.com/brand/apple/23016542/Watch-S5-GPS-+-CELL-40mm-Stainless-Steel-White-Sport-Band.html,"$1,099.00","$1,099.00"
APPLE,WATCH S5 GPS + CELL 40MM STAINLESS W/STAINLESS MILANSES,https://www.davidjones.com/brand/apple/23016543/Watch-S5-GPS-+-CELL-40mm-Stainless-W%7CStainless-Milanses.html,"$1,179.00","$1,179.00"
APPLE,WATCH S5 GPS + CELL 44MM BLACK STAINLESS W/BLK MILANSES,https://www.davidjones.com/brand/apple/23016538/Watch-S5-GPS-+-CELL-44mm-Black-Stainless-W%7CBLK-Milanses.html,"$1,259.00","$1,259.00"
APPLE,WATCH S5 GPS + CELL 44MM GOLD STAINLESS W/GOLD MILANSES,https://www.davidjones.com/brand/apple/23016536/Watch-S5-GPS-+-CELL-44mm-Gold-Stainless-W%7CGold-Milanses.html,"$1,259.00","$1,259.00"
APPLE,WATCH S5 GPS + CELL 44MM GOLD STAINLESS WITH STONE BAND,https://www.davidjones.com/brand/apple/23016535/Watch-S5-GPS-+-CELL-44mm-Gold-Stainless-With-Stone-Band.html,"$1,179.00","$1,179.00"
APPLE,WATCH S5 GPS + CELL 44MM SILVER ALUMINIUM WHITE SPORT BAND,https://www.davidjones.com/brand/apple/23016530/Watch-S5-GPS-+-CELL-44mm-Silver-Aluminium-White-Sport-Band.html,$849.00,$849.00
APPLE,WATCH S5 GPS + CELL 44MM SPACE BLACK STAINLESS W/BLACK BAND,https://www.davidjones.com/brand/apple/23016537/Watch-S5-GPS-+-CELL-44mm-Space-Black-Stainless-W%7CBlack-Band.html,"$1,179.00","$1,179.00"
APPLE,WATCH S5 GPS + CELL 44MM STAINLES WITH WHITE SPORT BAND,https://www.davidjones.com/brand/apple/23016533/Watch-S5-GPS-+-CELL-44mm-Stainles-With-White-Sport-Band.html,"$1,179.00","$1,179.00"
APPLE,WATCH S5 GPS + CELL 44MM STAINLESS WITH MILANSES LOOP,https://www.davidjones.com/brand/apple/23016534/Watch-S5-GPS-+-CELL-44mm-Stainless-With-Milanses-Loop.html,"$1,259.00","$1,259.00"
APPLE,WATCH S5 GPS 40MM SILVER ALUMINIUM WHITE SPORT BAND,https://www.davidjones.com/brand/apple/23016524/Watch-S5-GPS-40mm-Silver-Aluminium-White-Sport-Band.html,$649.00,$649.00
APPLE,WATCH S5 GPS 44MM SILVER ALUMINIUM WHITE SPORT BAND,https://www.davidjones.com/brand/apple/23016527/Watch-S5-GPS-44mm-Silver-Aluminium-White-Sport-Band.html,$699.00,$699.00
APPLE,IPAD 10.2INCH WI-FI + CELL 128GB GOLD (7TH GEN) MW6G2X/A,https://www.davidjones.com/brand/apple/23047698/iPad-10.2inch-Wi-Fi-+-Cell-128GB-Gold-(7th-Gen)-MW6G2X%7CA.html,$889.00,$889.00
APPLE,IPAD (7 GEN) 10.2INCH WI-FI + CELL 128GB SIL - MW6F2X/A,https://www.davidjones.com/brand/apple/23047697/iPad-(7-GEN)-10.2inch-Wi-Fi-+-Cell-128gb-SIL---MW6F2X%7CA.html,$889.00,$889.00
APPLE,IPAD 10.2-INCH WI-FI+CELL 32GB GOLD (7TH GEN) MW6D2X/A,https://www.davidjones.com/brand/apple/23047695/iPad-10.2-inch-Wi-Fi+Cell-32GB-Gold-(7th-Gen)-MW6D2X%7CA.html,$729.00,$729.00
APPLE,IPAD 10.2-INCH WI-FI+CELL 32GB SILVER (7TH GEN) MW6C2X/A,https://www.davidjones.com/brand/apple/23047694/iPad-10.2-inch-Wi-Fi+Cell-32GB-Silver-(7th-Gen)-MW6C2X%7CA.html,$729.00,$729.00
APPLE,MACBOOK PRO 16-INCH 2.3GHZ/16GB/1TB SILVER MVVM2X/A,https://www.davidjones.com/brand/apple/23168348/MacBook-Pro-16-inch-2.3GHZ%7C16GB%7C1TB-Silver-MVVM2X%7CA.html,"$4,399.00","$4,399.00"
APPLE,MACBOOK PRO 16-INCH 2.6GHZ/16GB/512GB SILVER MVVL2X/A,https://www.davidjones.com/brand/apple/23168346/MacBook-Pro-16-inch-2.6GHZ%7C16GB%7C512GB-Silver-MVVL2X%7CA.html,"$3,799.00","$3,799.00"
APPLE,MACBOOK PRO 16-INCH 2.6GHZ/16GB/512GB SPACE GREY,https://www.davidjones.com/brand/apple/23168345/MacBook-Pro-16-inch-2.6GHZ%7C16GB%7C512GB-Space-Grey.html,"$3,799.00","$3,799.00"
APPLE,AIRPODS PRO,https://www.davidjones.com/brand/apple/23137501/AirPods-Pro.html,$399.00,$399.00
APPLE,IPAD MINI SMART COVER MX4R2FE/A,https://www.davidjones.com/brand/apple/23470186/iPad-Mini-Smart-Cover-MX4R2FE%7CA.html,$65.00,$65.00
APPLE,IPAD PRO 11-INCH WI-FI + CELL 1TB - SILVER - MXE92X/A,https://www.davidjones.com/brand/apple/23470107/iPad-Pro-11-inch-WI-FI-+-CELL-1TB---Silver---MXE92X%7CA.html,"$2,429.00","$2,429.00"
APPLE,IPAD PRO 11-INCH WI-FI + CELL 512GB - SILVER - MXE72X/A,https://www.davidjones.com/brand/apple/23470105/iPad-Pro-11-inch-WI-FI-+-CELL-512GB---Silver---MXE72X%7CA.html,"$2,089.00","$2,089.00"
APPLE,IPAD PRO 11-INCH WI-FI 1TB - SILVER - MXDH2X/A,https://www.davidjones.com/brand/apple/23470099/iPad-Pro-11-inch-WI-FI-1TB---Silver---MXDH2X%7CA.html,"$2,179.00","$2,179.00"
APPLE,IPAD PRO 11-INCH WI-FI 1TB - SPACE GREY - MXDG2X/A,https://www.davidjones.com/brand/apple/23470098/iPad-Pro-11-inch-WI-FI-1TB---Space-Grey---MXDG2X%7CA.html,"$2,179.00","$2,179.00"
APPLE,IPAD PRO 12.9-INCH WI-FI 256GB - SPACE GREY - MXAT2X/A,https://www.davidjones.com/brand/apple/23470110/iPad-Pro-12.9-inch-WI-FI-256GB---Space-Grey---MXAT2X%7CA.html,"$1,819.00","$1,819.00"
APPLE,IPAD PRO 12.9-INCH WI-FI+CELL 512GB - SPACE GREY - MXF72X/A,https://www.davidjones.com/brand/apple/23470120/iPad-Pro-12.9-inch-WI-FI+CELL-512GB---Space-Grey---MXF72X%7CA.html,"$2,409.00","$2,409.00"
APPLE,MACBOOK AIR 13.3-INCH GOLD 1.1GHZ/8GB/256GB - MWTL2X/A,https://www.davidjones.com/brand/apple/23470088/MacBook-Air-13.3-inch-Gold-1.1GHZ%7C8GB%7C256GB---MWTL2X%7CA.html,"$1,599.00","$1,599.00"
APPLE,MACBOOK AIR 13.3-INCH GOLD 1.1GHZ/8GB/512GB - MVH52X/A,https://www.davidjones.com/brand/apple/23470091/MacBook-Air-13.3-inch-Gold-1.1GHZ%7C8GB%7C512GB---MVH52X%7CA.html,"$1,999.00","$1,999.00"
APPLE,MACBOOK AIR 13.3-INCH SILVER 1.1GHZ/8GB/256GB - MWTK2X/A,https://www.davidjones.com/brand/apple/23470087/MacBook-Air-13.3-inch-Silver-1.1GHZ%7C8GB%7C256GB---MWTK2X%7CA.html,"$1,599.00","$1,599.00"
APPLE,MACBOOK AIR 13.3-INCH SILVER 1.1GHZ/8GB/512GB - MVH42X/A,https://www.davidjones.com/brand/apple/23470090/MacBook-Air-13.3-inch-Silver-1.1GHZ%7C8GB%7C512GB---MVH42X%7CA.html,"$1,999.00","$1,999.00"
APPLE,MACBOOK AIR 13.3-INCH SPACE GREY 1.1GHZ/8GB/256GB - MWTJ2X/A,https://www.davidjones.com/brand/apple/23470086/MacBook-Air-13.3-inch-Space-Grey-1.1GHZ%7C8GB%7C256GB---MWTJ2X%7CA.html,"$1,599.00","$1,599.00"
APPLE,MACBOOK AIR 13.3-INCH SPACE GREY 1.1GHZ/8GB/512GB - MVH22X/A,https://www.davidjones.com/brand/apple/23470089/MacBook-Air-13.3-inch-Space-Grey-1.1GHZ%7C8GB%7C512GB---MVH22X%7CA.html,"$1,999.00","$1,999.00"
APPLE,MAGIC KEYBOARD FOR 11-INCH IPAD PRO 2ND GEN - MXQT2ZA/A,https://www.davidjones.com/brand/apple/23470190/Magic-Keyboard-for-11-inch-iPad-Pro-2nd-Gen---MXQT2ZA%7CA.html,$499.00,$499.00
APPLE,SMART COVER FOR IPAD 7TH GEN & IPAD AIR 3RD GEN - MX4U2FE/A,https://www.davidjones.com/brand/apple/23470187/Smart-Cover-for-iPad-7th-Gen-And-iPad-Air-3rd-Gen----MX4U2FE%7CA.html,$79.00,$79.00
APPLE,SMART KEYBOARD FOLIO FOR 11-INCH IPAD PRO 2ND GEN MXNK2ZA/A,https://www.davidjones.com/brand/apple/23470188/Smart-Keyboard-Folio-for-11-inch-iPad-Pro-2nd-Gen-MXNK2ZA%7CA.html,$299.00,$299.00
APPLE,SMART KEYBOARD FOR 12.9-INCH IPAD PRO 4TH GEN - MXNL2ZA/A,https://www.davidjones.com/brand/apple/23470189/Smart-Keyboard-for-12.9-inch-iPad-Pro-4th-Gen---MXNL2ZA%7CA.html,$339.00,$339.00
APPLE,SMART KEYBOARD FOR IPAD 7TH GEN & IPAD AIR 3RD GEN MX3L2ZA/A,https://www.davidjones.com/brand/apple/23470185/Smart-Keyboard-for-iPad-7th-Gen-And-iPad-Air-3rd-Gen-MX3L2ZA%7CA.html,$235.00,$235.00
APPLE,IPHONE SE SILICONE CASE,https://www.davidjones.com/brand/apple/23490031/IPHONE-SE-SILICONE-CASE.html,$55.00,$55.00
APPLE,IPHONE SE SILICONE CASE,https://www.davidjones.com/brand/apple/23490032/IPHONE-SE-SILICONE-CASE.html,$55.00,$55.00
APPLE,IPHONE SE SILICONE CASE,https://www.davidjones.com/brand/apple/23490033/IPHONE-SE-SILICONE-CASE.html,$55.00,$55.00
APPLE,IPHONE SE LEATHER CASE,https://www.davidjones.com/brand/apple/23490034/IPHONE%C2%A0SE-LEATHER-CASE.html,$75.00,$75.00
APPLE,IPHONE SE LEATHER CASE,https://www.davidjones.com/brand/apple/23490035/IPHONE%C2%A0SE-LEATHER-CASE.html,$75.00,$75.00
APPLE,IPHONE SE LEATHER CASE,https://www.davidjones.com/brand/apple/23490036/IPHONE%C2%A0SE-LEATHER-CASE.html,$75.00,$75.00
APPLE,MACBOOK PRO 13-INCH 1.4GHZ I5/8GB/256GB SILVER - MXK62X/A,https://www.davidjones.com/brand/apple/23503451/MacBook-Pro-13-inch-1.4GHZ-I5%7C8GB%7C256GB--Silver---MXK62X%7CA.html,"$1,999.00","$1,999.00"
APPLE,MACBOOK PRO 13-INCH 1.4GHZ I5/8GB/256GB SPACEGREY - MXK32X/A,https://www.davidjones.com/brand/apple/23503450/MacBook-Pro-13-inch-1.4GHZ-I5%7C8GB%7C256GB-SpaceGrey---MXK32X%7CA.html,"$1,999.00","$1,999.00"
APPLE,MACBOOK PRO 13-INCH 1.4GHZ I5/8GB/512GB SILVER - MXK72X/A,https://www.davidjones.com/brand/apple/23503453/MacBook-Pro-13-inch-1.4GHZ-I5%7C8GB%7C512GB-Silver---MXK72X%7CA.html,"$2,299.00","$2,299.00"
APPLE,MACBOOK PRO 13-INCH 1.4GHZ I5/8GB/512GB SPACE GREY -MXK52X/A,https://www.davidjones.com/brand/apple/23503452/MacBook-Pro-13-inch-1.4GHZ-I5%7C8GB%7C512GB-Space-Grey--MXK52X%7CA.html,"$2,299.00","$2,299.00"
APPLE,MACBOOK PRO 13-INCH 2.0GHZ I5/16GB/1TB SILVER - MWP82X/A,https://www.davidjones.com/brand/apple/23503457/MacBook-Pro-13-inch-2.0GHZ-I5%7C16GB%7C1TB-Silver---MWP82X%7CA.html,"$3,299.00","$3,299.00"
APPLE,MACBOOK PRO 13-INCH 2.0GHZ I5/16GB/1TB SPACE GREY - MWP52X/A,https://www.davidjones.com/brand/apple/23503456/MacBook-Pro-13-inch-2.0GHZ-I5%7C16GB%7C1TB-Space-Grey---MWP52X%7CA.html,"$3,299.00","$3,299.00"
APPLE,MACBOOK PRO 13-INCH 2.0GHZ I5/16GB/512GB SILVER - MWP72X/A,https://www.davidjones.com/brand/apple/23503455/MacBook-Pro-13-inch-2.0GHZ-I5%7C16GB%7C512GB-Silver---MWP72X%7CA.html,"$2,999.00","$2,999.00"
APPLE,MACBOOK PRO 13-INCH 2.0GHZ I5/16GB/512GB SPACEGREY -MWP42X/A,https://www.davidjones.com/brand/apple/23503454/MacBook-Pro-13-inch-2.0GHZ-I5%7C16GB%7C512GB-SpaceGrey--MWP42X%7CA.html,"$2,999.00","$2,999.00"
UGG,W ANSLEY LOAFER,https://www.davidjones.com/brand/ugg/23504554/W-Ansley-Loafer.html,$150.00,$150.00
UGG,W ANSLEY TWO-TONE BOW LOAFER,https://www.davidjones.com/brand/ugg/23504549/W-Ansley-Two-Tone-Bow-Loafer.html,$160.00,$160.00
UGG,W ANSLEY TWO-TONE BOW LOAFER,https://www.davidjones.com/brand/ugg/23504548/W-Ansley-Two-Tone-Bow-Loafer.html,$160.00,$160.00
UGG,W DAKOTA LOAFER,https://www.davidjones.com/brand/ugg/23504547/W-Dakota-Loafer.html,$150.00,$150.00
UGG,W FUZZALICIOUS SANDAL,https://www.davidjones.com/brand/ugg/23504551/W-Fuzzalicious--Sandal.html,$140.00,$140.00
UGG,W FUZZALICIOUS SANDAL,https://www.davidjones.com/brand/ugg/23504552/W-Fuzzalicious--Sandal.html,$140.00,$140.00
UGG,W FUZZALICIOUS SANDAL,https://www.davidjones.com/brand/ugg/23504553/W-Fuzzalicious-Sandal.html,$140.00,$140.00
UGG,W FUZZETTE SANDAL,https://www.davidjones.com/brand/ugg/23504550/W-Fuzzette-Sandal.html,$130.00,$130.00
UGG,W HAILEY LOAFER,https://www.davidjones.com/brand/ugg/23504545/W-Hailey-Loafer.html,$140.00,$140.00
UGG,W HAILEY LOAFER,https://www.davidjones.com/brand/ugg/23504546/W-Hailey-Loafer.html,$140.00,$140.00
UGG,W LANE MULE,https://www.davidjones.com/brand/ugg/23504543/W-Lane-Mule.html,$130.00,$130.00
UGG,W LANE MULE,https://www.davidjones.com/brand/ugg/23504542/W-Lane-Mule.html,$130.00,$130.00
UGG,COZETTE SLIDE,https://www.davidjones.com/brand/ugg/23458013/Cozette-Slide.html,$99.00,$99.00
UGG,FUZZETTE SLIDE,https://www.davidjones.com/brand/ugg/23458301/Fuzzette-Slide.html,$130.00,$130.00
UGG,FUZZETTE SLIDE,https://www.davidjones.com/brand/ugg/23458302/Fuzzette-Slide.html,$130.00,$130.00
UGG,SHAINE MULE,https://www.davidjones.com/brand/ugg/23458012/Shaine-Mule.html,$140.00,$140.00
UGG,ANSLEY,https://www.davidjones.com/brand/ugg/23356993/Ansley.html,$150.00,$150.00
UGG,COZETTE SLIDE,https://www.davidjones.com/brand/ugg/23356991/Cozette-Slide.html,$99.00,$99.00
UGG,KALEY WISP TS LOAFER,https://www.davidjones.com/brand/ugg/23356986/Kaley-Wisp-Ts-Loafer.html,$160.00,$160.00
UGG,KALEY WISP TS LOAFER,https://www.davidjones.com/brand/ugg/23356985/Kaley-Wisp-Ts-Loafer.html,$160.00,$160.00
UGG,LA CLOUD HI,https://www.davidjones.com/brand/ugg/23356997/La-Cloud-Hi.html,$170.00,$170.00
UGG,LATON,https://www.davidjones.com/brand/ugg/23356994/Laton.html,$140.00,$140.00
UGG,SCUFFETTE,https://www.davidjones.com/brand/ugg/23356992/Scuffette.html,$120.00,$120.00
UGG,SHAINE MULE,https://www.davidjones.com/brand/ugg/23356987/Shaine-Mule.html,$140.00,$140.00
UGG,FLUFFETTE,https://www.davidjones.com/brand/ugg/23043821/Fluffette.html,$140.00,$140.00
UGG,COZETTE SLIDE,https://www.davidjones.com/brand/ugg/22272051/Cozette-Slide.html,$99.00,$99.00
UGG,COZETTE SLIDE,https://www.davidjones.com/brand/ugg/22272048/Cozette-Slide.html,$99.00,$99.00
UGG,COZETTE SLIDE,https://www.davidjones.com/brand/ugg/22272049/Cozette-Slide.html,$99.00,$99.00
UGG,NEUTRA SNEAKER,https://www.davidjones.com/brand/ugg/21933978/Neutra-Sneaker.html,$150.00,$150.00
UGG,W MINI BAILEY BUTTON BOOT,https://www.davidjones.com/brand/ugg/22017504/W-Mini-Bailey-Button-Boot.html,$199.00,$199.00
UGG,W ANSLEY LOAFER,https://www.davidjones.com/brand/ugg/21993127/W-Ansley-Loafer.html,$150.00,$150.00
UGG,CLASSIC MINI SHEEPSKIN UGG BOOT BLACK,https://www.davidjones.com/brand/ugg/21549474/Classic-Mini-Sheepskin-Ugg-Boot-Black.html,$190.00,$190.00
UGG,CLASSIC MINI BOOT,https://www.davidjones.com/brand/ugg/21549475/Classic-Mini-Boot.html,$190.00,$190.00
UGG,CLASSIC MINI SHEEPSKIN UGG BOOT CHESTNUT,https://www.davidjones.com/brand/ugg/21551223/Classic-Mini-Sheepskin-Ugg-Boot-Chestnut.html,$190.00,$190.00
UGG,CLASSIC SHEEPSKIN SHORT UGG BOOT,https://www.davidjones.com/brand/ugg/21549476/Classic-Sheepskin-Short-Ugg-Boot.html,$220.00,$220.00
UGG,CLASSIC SHORT BOOT,https://www.davidjones.com/brand/ugg/21549477/Classic-Short-Boot.html,$220.00,$220.00
UGG,MINI BAILEY BUTTON BOOT,https://www.davidjones.com/brand/ugg/21549480/Mini-Bailey-Button-Boot.html,$199.00,$199.00
UGG,MINI BAILEY BUTTON BOOT,https://www.davidjones.com/brand/ugg/21549481/Mini-Bailey-Button-Boot.html,$199.00,$199.00
